Date,Open,High,Low,Close,Adj Close,Volume
11/1/2017,5550.720215,5564.080078,5524.029785,5563.649902,5563.649902,1960830000
12/1/2017,5542.560059,5550.669922,5496.819824,5547.490234,5547.490234,1805840000
13/1/2017,5557.569824,5584.259766,5557.200195,5574.120117,5574.120117,1611260000
17/1/2017,5555.160156,5557.049805,5527.220215,5538.72998,5538.72998,1759440000
18/1/2017,5546.939941,5555.97998,5534.77002,5555.649902,5555.649902,1686260000
19/1/2017,5560.609863,5571.529785,5528.370117,5540.080078,5540.080078,1809900000
20/1/2017,5556.870117,5574.350098,5542.22998,5555.330078,5555.330078,1750340000
23/1/2017,5546.640137,5564.140137,5522.689941,5552.939941,5552.939941,1652370000
24/1/2017,5568.27002,5606.529785,5558.490234,5600.959961,5600.959961,1808560000
25/1/2017,5635.859863,5658.589844,5634.330078,5656.339844,5656.339844,1964040000
26/1/2017,5666.279785,5669.609863,5647.649902,5655.180176,5655.180176,1837020000
27/1/2017,5664.879883,5667.450195,5643.899902,5660.779785,5660.779785,1669190000
30/1/2017,5635.859863,5636.089844,5578.759766,5613.709961,5613.709961,1782380000
31/1/2017,5592.870117,5615.149902,5576.089844,5614.790039,5614.790039,2047460000
1/2/2017,5654.509766,5662.109863,5621.029785,5642.649902,5642.649902,2239570000
2/2/2017,5627.149902,5656.009766,5616.399902,5636.200195,5636.200195,2077010000
3/2/2017,5650.72998,5666.839844,5647.580078,5666.77002,5666.77002,1792330000
6/2/2017,5656.950195,5668.200195,5650.259766,5663.549805,5663.549805,1736140000
7/2/2017,5674.859863,5689.600098,5664.819824,5674.220215,5674.220215,1922030000
8/2/2017,5662.950195,5686.959961,5649.390137,5682.450195,5682.450195,1947100000
9/2/2017,5688.02002,5722.709961,5685.149902,5715.180176,5715.180176,1948120000
10/2/2017,5726.169922,5743.430176,5717.419922,5734.129883,5734.129883,1867270000
13/2/2017,5753.189941,5770.990234,5751.919922,5763.959961,5763.959961,1843480000
14/2/2017,5756.509766,5783.089844,5748.740234,5782.569824,5782.569824,1952370000
15/2/2017,5777.899902,5821.950195,5776.700195,5819.439941,5819.439941,2094140000
16/2/2017,5823.009766,5835.149902,5796.709961,5814.899902,5814.899902,1945600000
17/2/2017,5807.310059,5838.580078,5800.799805,5838.580078,5838.580078,1879030000
21/2/2017,5850.200195,5867.890137,5847.5,5865.950195,5865.950195,1940110000
22/2/2017,5857.560059,5864.419922,5848.279785,5860.629883,5860.629883,1874710000
23/2/2017,5866.819824,5866.959961,5809.549805,5835.509766,5835.509766,1881490000
24/2/2017,5802.330078,5845.310059,5800.549805,5845.310059,5845.310059,1684650000
27/2/2017,5835.040039,5861.899902,5827,5861.899902,5861.899902,1882610000
28/2/2017,5852.790039,5855.069824,5817.220215,5825.439941,5825.439941,2303390000
1/3/2017,5874.859863,5911.790039,5865.790039,5904.029785,5904.029785,2220350000
2/3/2017,5897.009766,5897.009766,5856.299805,5861.220215,5861.220215,2043610000
3/3/2017,5854.27002,5870.75,5841.470215,5870.75,5870.75,1853600000
6/3/2017,5846.419922,5857.740234,5827.459961,5849.180176,5849.180176,1774040000
7/3/2017,5836.120117,5859.77002,5826.319824,5833.930176,5833.930176,1825510000
8/3/2017,5838.439941,5860.629883,5832.629883,5837.549805,5837.549805,1813080000
9/3/2017,5834.669922,5852.540039,5812.080078,5838.810059,5838.810059,1886780000
10/3/2017,5867.160156,5872.600098,5835.439941,5861.72998,5861.72998,1999440000
13/3/2017,5863.47998,5877.430176,5860.830078,5875.779785,5875.779785,1812460000
14/3/2017,5860.069824,5860.5,5831.879883,5856.819824,5856.819824,1664870000
15/3/2017,5869.97998,5911.200195,5858.160156,5900.049805,5900.049805,1955400000
16/3/2017,5907.859863,5911.47998,5887.240234,5900.759766,5900.759766,1770640000
17/3/2017,5898.580078,5912.609863,5890.419922,5901,5901,3189970000
20/3/2017,5898.810059,5915.120117,5888.120117,5901.529785,5901.529785,1736790000
21/3/2017,5923.419922,5928.060059,5790.72998,5793.830078,5793.830078,2199920000
22/3/2017,5790.589844,5825.669922,5781.799805,5821.640137,5821.640137,1860290000
23/3/2017,5812.310059,5842.819824,5806.97998,5817.689941,5817.689941,1746990000
24/3/2017,5839.330078,5858.950195,5807.830078,5828.740234,5828.740234,1855040000
27/3/2017,5776.330078,5849.200195,5769.390137,5840.370117,5840.370117,1673060000
28/3/2017,5836.5,5888.700195,5828.859863,5875.140137,5875.140137,1823600000
29/3/2017,5875.350098,5900.870117,5870.930176,5897.549805,5897.549805,1722190000
30/3/2017,5896.149902,5916.77002,5894,5914.339844,5914.339844,1732100000
31/3/2017,5905.629883,5927.810059,5901.77002,5911.740234,5911.740234,1905150000
3/4/2017,5917.319824,5928.930176,5867.72998,5894.680176,5894.680176,1852990000
4/4/2017,5878.759766,5901.390137,5878.759766,5898.609863,5898.609863,1795260000
5/4/2017,5911.919922,5936.390137,5856.259766,5864.47998,5864.47998,2208600000
6/4/2017,5870.52002,5889.580078,5856.220215,5878.950195,5878.950195,1849790000
7/4/2017,5873.939941,5892.069824,5855.509766,5877.810059,5877.810059,1703730000
10/4/2017,5883.430176,5907.850098,5865.560059,5880.930176,5880.930176,1633190000
11/4/2017,5871.160156,5878.939941,5819.290039,5866.77002,5866.77002,1830760000
12/4/2017,5863.589844,5868.089844,5830.439941,5836.160156,5836.160156,1666570000
13/4/2017,5828.370117,5856.540039,5805.149902,5805.149902,5805.149902,1587150000
17/4/2017,5821.549805,5856.790039,5818.200195,5856.790039,5856.790039,1383550000
18/4/2017,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1610230000
19/4/2017,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1754240000
20/4/2017,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1751490000
21/4/2017,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1736420000
24/4/2017,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1842880000
25/4/2017,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1898120000
26/4/2017,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1899570000
27/4/2017,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1883610000
28/4/2017,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,2005870000
1/5/2017,6067.560059,6100.72998,6061.350098,6091.600098,6091.600098,1763100000
2/5/2017,6102.509766,6102.720215,6081.560059,6095.370117,6095.370117,2162610000
