Date,Open,High,Low,Close,Adj Close,Volume
5/1/2016,4917.839844,4926.72998,4872.740234,4891.430176,4891.430176,1927380000
6/1/2016,4813.759766,4866.040039,4804.689941,4835.759766,4835.759766,2168620000
7/1/2016,4736.399902,4788.02002,4688.169922,4689.430176,4689.430176,2552590000
8/1/2016,4722.02002,4742.569824,4637.850098,4643.629883,4643.629883,2288750000
11/1/2016,4673.439941,4683.02002,4573.779785,4637.990234,4637.990234,2391110000
12/1/2016,4681.540039,4714.799805,4618.029785,4685.919922,4685.919922,2147470000
13/1/2016,4706.02002,4713.97998,4517.560059,4526.060059,4526.060059,2533200000
14/1/2016,4545.370117,4650.549805,4470.589844,4615,4615,2565560000
15/1/2016,4464.370117,4520.450195,4419.410156,4488.419922,4488.419922,2818630000
19/1/2016,4548.049805,4550.569824,4430.77002,4476.950195,4476.950195,2394550000
20/1/2016,4405.220215,4514.919922,4313.390137,4471.689941,4471.689941,3204130000
21/1/2016,4480.700195,4537.149902,4432.02002,4472.060059,4472.060059,2447750000
22/1/2016,4557.390137,4591.180176,4540.27002,4591.180176,4591.180176,2153340000
25/1/2016,4574.589844,4590.439941,4514.779785,4518.490234,4518.490234,2028880000
26/1/2016,4537.040039,4583.209961,4503.529785,4567.669922,4567.669922,1981180000
27/1/2016,4548.870117,4568.850098,4450.830078,4468.169922,4468.169922,2115710000
28/1/2016,4533.810059,4533.810059,4447.5,4506.680176,4506.680176,2322310000
29/1/2016,4512.089844,4613.950195,4511.299805,4613.950195,4613.950195,2617550000
1/2/2016,4587.589844,4636.930176,4565.370117,4620.370117,4620.370117,1983340000
2/2/2016,4588.689941,4589.899902,4503.120117,4516.950195,4516.950195,2185180000
3/2/2016,4543.819824,4547.319824,4424.470215,4504.240234,4504.240234,2466190000
4/2/2016,4492.47998,4545.52002,4463.990234,4509.560059,4509.560059,2200930000
5/2/2016,4491.47998,4493.189941,4350.370117,4363.140137,4363.140137,2489280000
8/2/2016,4288.02002,4301.529785,4212.810059,4283.75,4283.75,2702070000
9/2/2016,4224.870117,4329.609863,4222.47998,4268.759766,4268.759766,2465790000
10/2/2016,4318.279785,4369.620117,4280.72998,4283.589844,4283.589844,2448380000
11/2/2016,4218.810059,4293.220215,4209.759766,4266.839844,4266.839844,2812330000
12/2/2016,4307.290039,4340.129883,4274.149902,4337.509766,4337.509766,1983190000
16/2/2016,4397.950195,4435.959961,4376.52002,4435.959961,4435.959961,2117920000
17/2/2016,4471.660156,4540.779785,4463.509766,4534.060059,4534.060059,2296440000
18/2/2016,4548.100098,4548.470215,4482.77002,4487.540039,4487.540039,1955870000
19/2/2016,4464.669922,4513.149902,4455.100098,4504.430176,4504.430176,1903770000
22/2/2016,4548.310059,4576.470215,4546.549805,4570.609863,4570.609863,1794020000
23/2/2016,4550.049805,4558.060059,4500.939941,4503.580078,4503.580078,1777750000
24/2/2016,4453.930176,4547.640137,4425.720215,4542.609863,4542.609863,1978180000
25/2/2016,4554.72998,4582.200195,4516.890137,4582.200195,4582.200195,1667840000
26/2/2016,4615.140137,4618.850098,4580.779785,4590.470215,4590.470215,1814920000
29/2/2016,4585.299805,4619.899902,4557.459961,4557.950195,4557.950195,2065260000
1/3/2016,4596.009766,4689.600098,4581.75,4689.600098,4689.600098,2080150000
2/3/2016,4683.799805,4703.580078,4665.930176,4703.419922,4703.419922,1912510000
3/3/2016,4698.379883,4707.720215,4674.459961,4707.419922,4707.419922,1936290000
4/3/2016,4715.759766,4746.649902,4687.939941,4717.02002,4717.02002,2171230000
7/3/2016,4690.879883,4731.189941,4674.819824,4708.25,4708.25,2084390000
8/3/2016,4676.220215,4695.040039,4642.859863,4648.819824,4648.819824,1993060000
9/3/2016,4666.419922,4676.470215,4642.419922,4674.379883,4674.379883,1789550000
10/3/2016,4691.200195,4716.140137,4607.990234,4662.160156,4662.160156,1936470000
11/3/2016,4712.379883,4748.790039,4700.910156,4748.470215,4748.470215,1801790000
14/3/2016,4733.390137,4762.27002,4731.509766,4750.279785,4750.279785,1615100000
15/3/2016,4731.140137,4735.27002,4712.069824,4728.669922,4728.669922,1692420000
16/3/2016,4717.879883,4774.779785,4716.450195,4763.970215,4763.970215,1781060000
17/3/2016,4752.620117,4788.089844,4737.970215,4774.990234,4774.990234,1907190000
18/3/2016,4784.629883,4804.580078,4772.410156,4795.649902,4795.649902,2829040000
21/3/2016,4787.310059,4814.850098,4785.379883,4808.870117,4808.870117,1609230000
22/3/2016,4783.600098,4835.600098,4781.709961,4821.660156,4821.660156,1596200000
23/3/2016,4813.870117,4816.669922,4765.370117,4768.859863,4768.859863,1732630000
24/3/2016,4743.359863,4773.5,4734.77002,4773.5,4773.5,1590990000
28/3/2016,4785.25,4787.390137,4760.009766,4766.790039,4766.790039,1381000000
29/3/2016,4756.549805,4849.310059,4749.779785,4846.620117,4846.620117,1806490000
30/3/2016,4875.459961,4899.140137,4859.350098,4869.290039,4869.290039,1717820000
31/3/2016,4869.569824,4891.299805,4864.410156,4869.850098,4869.850098,1774270000
1/4/2016,4842.549805,4917.089844,4832.060059,4914.540039,4914.540039,1812250000
4/4/2016,4911.209961,4917.75,4885.169922,4891.799805,4891.799805,1705730000
5/4/2016,4855.899902,4872.700195,4838.620117,4843.930176,4843.930176,1726010000
6/4/2016,4849.580078,4921.509766,4849.279785,4920.720215,4920.720215,1761770000
7/4/2016,4893.569824,4901.490234,4831.490234,4848.370117,4848.370117,1908940000
8/4/2016,4883.990234,4892.600098,4835.359863,4850.689941,4850.689941,1588830000
11/4/2016,4873.390137,4897.549805,4833.399902,4833.399902,4833.399902,1545540000
12/4/2016,4838.819824,4879.600098,4808.910156,4872.089844,4872.089844,1759280000
13/4/2016,4904.790039,4951.910156,4903.600098,4947.419922,4947.419922,1936450000
14/4/2016,4947.620117,4961.299805,4931.810059,4945.890137,4945.890137,1645810000
15/4/2016,4938.830078,4950.430176,4925.459961,4938.220215,4938.220215,1684790000
18/4/2016,4919.359863,4960.790039,4915.629883,4960.02002,4960.02002,1672260000
19/4/2016,4968.299805,4968.669922,4915.52002,4940.330078,4940.330078,1824250000
20/4/2016,4941.990234,4969.319824,4928.290039,4948.129883,4948.129883,1781340000
21/4/2016,4949.120117,4966.609863,4932.640137,4945.890137,4945.890137,1758190000
22/4/2016,4898.240234,4921.660156,4872.02002,4906.22998,4906.22998,2018930000
25/4/2016,4891.47998,4904.870117,4878.370117,4895.790039,4895.790039,1582270000
26/4/2016,4903.810059,4915,4875.419922,4888.279785,4888.279785,1825020000
27/4/2016,4855.379883,4872.910156,4826.379883,4863.140137,4863.140137,1938780000
28/4/2016,4857.600098,4889.160156,4796.319824,4805.290039,4805.290039,2161400000
29/4/2016,4805.790039,4807.890137,4740.839844,4775.359863,4775.359863,2376460000
2/5/2016,4786.549805,4821.569824,4768.279785,4817.589844,4817.589844,1880460000
3/5/2016,4780.879883,4791.430176,4749.709961,4763.220215,4763.220215,1984340000
4/5/2016,4735.279785,4751.640137,4713.910156,4725.640137,4725.640137,1950800000
5/5/2016,4742.419922,4744.549805,4709.75,4717.089844,4717.089844,1888350000
6/5/2016,4695.899902,4736.160156,4684.279785,4736.160156,4736.160156,1860800000
9/5/2016,4736.350098,4771.939941,4735.060059,4750.209961,4750.209961,1625100000
10/5/2016,4768.910156,4811.299805,4758.200195,4809.879883,4809.879883,1760120000
11/5/2016,4799.299805,4812.189941,4760.359863,4760.689941,4760.689941,1859110000
12/5/2016,4778.189941,4779.459961,4710.169922,4737.330078,4737.330078,1930450000
13/5/2016,4731.069824,4759.290039,4708.259766,4717.680176,4717.680176,1698030000
16/5/2016,4728.859863,4791.25,4724.72998,4775.459961,4775.459961,1741510000
17/5/2016,4768.850098,4776.149902,4703.390137,4715.72998,4715.72998,1925230000
18/5/2016,4705.779785,4762.279785,4704.490234,4739.120117,4739.120117,1934100000
19/5/2016,4717.359863,4735.27002,4678.379883,4712.529785,4712.529785,1805890000
20/5/2016,4729.439941,4781.700195,4729,4769.560059,4769.560059,1970520000
23/5/2016,4771.569824,4792.640137,4763.910156,4765.779785,4765.779785,1865110000
24/5/2016,4792.850098,4865.990234,4792.629883,4861.060059,4861.060059,1942280000
25/5/2016,4877.180176,4905.450195,4872.419922,4894.890137,4894.890137,1784420000
26/5/2016,4897.779785,4909.379883,4887.27002,4901.77002,4901.77002,1606250000
27/5/2016,4904.049805,4933.5,4902.5,4933.5,4933.5,1505020000
31/5/2016,4938.47998,4951.450195,4923.029785,4948.049805,4948.049805,2285350000
1/6/2016,4928.970215,4958.97998,4923.200195,4952.25,4952.25,1797090000
2/6/2016,4941.25,4971.359863,4924.22998,4971.359863,4971.359863,1729050000
3/6/2016,4958.100098,4958.649902,4909.209961,4942.52002,4942.52002,1697840000
6/6/2016,4950.459961,4980.140137,4944.870117,4968.709961,4968.709961,1663840000
7/6/2016,4972.129883,4979.379883,4960.279785,4961.75,4961.75,1747760000
8/6/2016,4970.009766,4979.660156,4956.790039,4974.640137,4974.640137,1692640000
9/6/2016,4954.149902,4965.490234,4940.549805,4958.620117,4958.620117,1632340000
10/6/2016,4915.149902,4917.919922,4880.609863,4894.549805,4894.549805,1822200000
13/6/2016,4868.509766,4894.850098,4844.939941,4848.439941,4848.439941,1888300000
14/6/2016,4836.669922,4863.009766,4811.930176,4843.549805,4843.549805,1919710000
15/6/2016,4855.080078,4868.160156,4830.330078,4834.930176,4834.930176,1802200000
16/6/2016,4809.689941,4847.859863,4778.779785,4844.919922,4844.919922,1851770000
17/6/2016,4835.02002,4835.02002,4792.339844,4800.339844,4800.339844,2638220000
20/6/2016,4856.689941,4882.149902,4834.509766,4837.209961,4837.209961,1779560000
21/6/2016,4845.080078,4852.189941,4826.589844,4843.759766,4843.759766,1698080000
22/6/2016,4846.680176,4875.930176,4830,4833.319824,4833.319824,1682220000
23/6/2016,4872.189941,4910.040039,4859.399902,4910.040039,4910.040039,1738570000
24/6/2016,4715.790039,4798.220215,4698.419922,4707.97998,4707.97998,4411040000
27/6/2016,4664.430176,4665.040039,4574.25,4594.439941,4594.439941,2659650000
28/6/2016,4643.930176,4692.97998,4643.930176,4691.870117,4691.870117,2074090000
29/6/2016,4732.930176,4787.589844,4732.339844,4779.25,4779.25,2116550000
30/6/2016,4793.75,4843.109863,4774.52002,4842.669922,4842.669922,2171180000
1/7/2016,4837.180176,4880.169922,4837.169922,4862.569824,4862.569824,1745130000
5/7/2016,4837.060059,4839.129883,4797.290039,4822.899902,4822.899902,1690340000
6/7/2016,4799.319824,4861.049805,4786.009766,4859.160156,4859.160156,1876090000
7/7/2016,4867.470215,4889.009766,4853.680176,4876.810059,4876.810059,1672770000
8/7/2016,4906.660156,4959,4901.27002,4956.759766,4956.759766,1947260000
11/7/2016,4976.540039,5002.5,4976.540039,4988.640137,4988.640137,1718450000
12/7/2016,5017.990234,5032.100098,5009.680176,5022.819824,5022.819824,1866280000
13/7/2016,5036.319824,5036.379883,5002.819824,5005.72998,5005.72998,1650820000
14/7/2016,5041.950195,5045.180176,5025.149902,5034.060059,5034.060059,1641170000
15/7/2016,5041.189941,5044.810059,5018.52002,5029.589844,5029.589844,1610300000
18/7/2016,5034.990234,5063.529785,5030.129883,5055.779785,5055.779785,1585570000
19/7/2016,5038.220215,5052.240234,5028.240234,5036.370117,5036.370117,1694740000
20/7/2016,5061.600098,5098.25,5053.919922,5089.930176,5089.930176,1877330000
21/7/2016,5093.970215,5102.779785,5061.109863,5073.899902,5073.899902,1880310000
22/7/2016,5078.120117,5103.52002,5064.109863,5100.160156,5100.160156,1639000000
25/7/2016,5096.990234,5100.720215,5082.660156,5097.629883,5097.629883,1770620000
26/7/2016,5095.609863,5122.299805,5084.180176,5110.049805,5110.049805,2038060000
27/7/2016,5143.839844,5151.060059,5120.660156,5139.810059,5139.810059,2122250000
28/7/2016,5144.819824,5160.160156,5130.75,5154.97998,5154.97998,1950910000
29/7/2016,5162.149902,5175.810059,5140.049805,5162.129883,5162.129883,2072640000
1/8/2016,5167.419922,5199.129883,5158.930176,5184.200195,5184.200195,1866590000
2/8/2016,5177.529785,5181.02002,5109.799805,5137.72998,5137.72998,2142010000
3/8/2016,5133.240234,5159.740234,5128.439941,5159.740234,5159.740234,1909470000
4/8/2016,5158.02002,5174,5145.390137,5166.25,5166.25,1930000000
5/8/2016,5190.709961,5227.22998,5186.25,5221.120117,5221.120117,2017720000
8/8/2016,5223.540039,5228.399902,5202.180176,5213.140137,5213.140137,1624450000
9/8/2016,5216.209961,5238.540039,5214.950195,5225.47998,5225.47998,1664320000
10/8/2016,5227.950195,5227.959961,5193.799805,5204.580078,5204.580078,1651240000
11/8/2016,5222.149902,5235.290039,5211.25,5228.399902,5228.399902,1511670000
12/8/2016,5219.660156,5233.339844,5215.549805,5232.890137,5232.890137,1501620000
15/8/2016,5242.180176,5271.359863,5241.140137,5262.02002,5262.02002,1533170000
16/8/2016,5247.959961,5248.259766,5226.779785,5227.109863,5227.109863,1698390000
17/8/2016,5228.439941,5230.089844,5197.22998,5228.660156,5228.660156,1747890000
18/8/2016,5226.450195,5243.169922,5221.839844,5240.149902,5240.149902,1659080000
19/8/2016,5229.870117,5245.810059,5217.649902,5238.379883,5238.379883,1632740000
22/8/2016,5231.459961,5252.129883,5224.629883,5244.600098,5244.600098,1560210000
23/8/2016,5265.779785,5275.740234,5257.899902,5260.080078,5260.080078,1547050000
24/8/2016,5254.419922,5262.990234,5205.640137,5217.689941,5217.689941,1714780000
25/8/2016,5207.609863,5230.589844,5201.640137,5212.200195,5212.200195,1511890000
26/8/2016,5219.049805,5253.390137,5191.859863,5218.919922,5218.919922,1591060000
29/8/2016,5223.799805,5245.120117,5222.339844,5232.330078,5232.330078,1416640000
30/8/2016,5229.879883,5241.620117,5205.609863,5222.990234,5222.990234,1561020000
31/8/2016,5216.419922,5219.890137,5191.180176,5213.220215,5213.220215,1761770000
1/9/2016,5218.279785,5229.939941,5189.359863,5227.209961,5227.209961,1592520000
2/9/2016,5249.660156,5263.390137,5231.02002,5249.899902,5249.899902,1474200000
6/9/2016,5260,5275.910156,5244,5275.910156,5275.910156,1777940000
7/9/2016,5274.22998,5287.609863,5261.919922,5283.930176,5283.930176,1878460000
8/9/2016,5269.959961,5271.009766,5248.410156,5259.47998,5259.47998,1839790000
9/9/2016,5217.950195,5225.930176,5125.910156,5125.910156,5125.910156,2208690000
12/9/2016,5098.029785,5217.879883,5097.799805,5211.890137,5211.890137,2007610000
13/9/2016,5181.140137,5195.029785,5131.27002,5155.25,5155.25,2071460000
14/9/2016,5160.209961,5201.339844,5159.549805,5173.77002,5173.77002,1902680000
15/9/2016,5178.100098,5254.779785,5176.25,5249.689941,5249.689941,1950940000
16/9/2016,5238.709961,5248.600098,5218.970215,5244.569824,5244.569824,3013860000
19/9/2016,5263.549805,5281.069824,5222.910156,5235.029785,5235.029785,1792650000
20/9/2016,5256.189941,5265.180176,5235.419922,5241.350098,5241.350098,1697530000
21/9/2016,5263.649902,5299.399902,5233.939941,5295.180176,5295.180176,2001890000
22/9/2016,5323.259766,5342.879883,5320.930176,5339.52002,5339.52002,1914550000
23/9/2016,5327.430176,5329.709961,5301.629883,5305.75,5305.75,1762700000
26/9/2016,5275.72998,5282.27002,5254.959961,5257.490234,5257.490234,1672190000
27/9/2016,5254.180176,5306.810059,5251.319824,5305.709961,5305.709961,1754700000
28/9/2016,5312.72998,5320.620117,5284.839844,5318.549805,5318.549805,1788240000
29/9/2016,5311.310059,5317,5254.52002,5269.149902,5269.149902,1946150000
30/9/2016,5288.870117,5325.879883,5277.879883,5312,5312,2063260000
3/10/2016,5300.290039,5308.600098,5281.950195,5300.870117,5300.870117,1606460000
4/10/2016,5313.490234,5323.600098,5271.700195,5289.660156,5289.660156,1711810000
5/10/2016,5305.279785,5330.810059,5304.060059,5316.02002,5316.02002,1755640000
6/10/2016,5306.589844,5315.72998,5281.470215,5306.850098,5306.850098,1655480000
7/10/2016,5314.919922,5315.649902,5266.799805,5292.399902,5292.399902,1647330000
10/10/2016,5318.459961,5340.52002,5317.72998,5328.669922,5328.669922,1365600000
11/10/2016,5321.819824,5321.819824,5227.430176,5246.790039,5246.790039,1822980000
12/10/2016,5247.910156,5257.180176,5228.77002,5239.02002,5239.02002,1567930000
13/10/2016,5200.299805,5228.259766,5169.759766,5213.330078,5213.330078,1737720000
14/10/2016,5241.259766,5258.879883,5213.370117,5214.160156,5214.160156,1593610000
17/10/2016,5213.689941,5219.97998,5196.029785,5199.819824,5199.819824,1427060000
18/10/2016,5255.319824,5264.27002,5239.439941,5243.839844,5243.839844,1476970000
19/10/2016,5240.330078,5253.830078,5234.25,5246.410156,5246.410156,1548910000
20/10/2016,5238.200195,5252.100098,5216.049805,5241.830078,5241.830078,1745270000
21/10/2016,5238.649902,5259.129883,5225.759766,5257.399902,5257.399902,1651490000
24/10/2016,5290.310059,5311.5,5289.22998,5309.830078,5309.830078,1533370000
25/10/2016,5306.470215,5310.27002,5278.569824,5283.399902,5283.399902,1580830000
26/10/2016,5256.399902,5280.850098,5237.049805,5250.27002,5250.27002,1732300000
27/10/2016,5272.189941,5274.120117,5211.75,5215.970215,5215.970215,1926820000
28/10/2016,5203.700195,5232.350098,5178.759766,5190.100098,5190.100098,1911810000
31/10/2016,5205.089844,5206.709961,5186.560059,5189.140137,5189.140137,1709060000
1/11/2016,5199.77002,5201.129883,5112.319824,5153.580078,5153.580078,1880920000
2/11/2016,5147.279785,5156.700195,5097.560059,5105.569824,5105.569824,2124990000
3/11/2016,5104.700195,5115.060059,5053.52002,5058.410156,5058.410156,2113730000
4/11/2016,5034.410156,5087.509766,5034.410156,5046.370117,5046.370117,2020130000
7/11/2016,5128.990234,5169.410156,5122.77002,5166.169922,5166.169922,1916620000
8/11/2016,5154.990234,5214.169922,5145.299805,5193.490234,5193.490234,1739440000
9/11/2016,5143.859863,5258.990234,5143.859863,5251.069824,5251.069824,2827570000
10/11/2016,5283.47998,5302.680176,5145.319824,5208.799805,5208.799805,2986760000
11/11/2016,5191.819824,5241.080078,5179.640137,5237.109863,5237.109863,2290080000
14/11/2016,5246.330078,5247.169922,5192.049805,5218.399902,5218.399902,2371900000
15/11/2016,5241.350098,5287.060059,5236.25,5275.620117,5275.620117,2159180000
16/11/2016,5253.740234,5299.629883,5251.879883,5294.580078,5294.580078,2066130000
17/11/2016,5295.069824,5334.049805,5288.160156,5333.970215,5333.970215,2084710000
18/11/2016,5340.970215,5346.799805,5315.529785,5321.509766,5321.509766,1865770000
21/11/2016,5336.779785,5369.830078,5334.160156,5368.859863,5368.859863,1748170000
22/11/2016,5384.75,5392.259766,5365.600098,5386.350098,5386.350098,1890410000
23/11/2016,5366.549805,5380.680176,5350.680176,5380.680176,5380.680176,1617700000
25/11/2016,5388.490234,5398.919922,5379.279785,5398.919922,5398.919922,768080000
28/11/2016,5387.919922,5396.27002,5364.910156,5368.810059,5368.810059,1630150000
29/11/2016,5370.97998,5403.859863,5360.560059,5379.919922,5379.919922,1791760000
30/11/2016,5391.350098,5393.149902,5323.680176,5323.680176,5323.680176,2056060000
1/12/2016,5323.879883,5326.339844,5238.209961,5251.109863,5251.109863,2269790000
2/12/2016,5249.02002,5274.540039,5239.27002,5255.649902,5255.649902,1851030000
5/12/2016,5283.580078,5321.089844,5269.569824,5308.890137,5308.890137,1800570000
6/12/2016,5317.740234,5333.990234,5299.939941,5333,5333,1977480000
7/12/2016,5322.669922,5397.930176,5307.310059,5393.759766,5393.759766,2125370000
8/12/2016,5394.149902,5425.52002,5389.100098,5417.359863,5417.359863,2236580000
9/12/2016,5436.109863,5450.160156,5427.120117,5444.5,5444.5,2042340000
12/12/2016,5428.220215,5434.899902,5394.419922,5412.540039,5412.540039,1931840000
13/12/2016,5433.569824,5486.75,5430.720215,5463.830078,5463.830078,2094860000
14/12/2016,5465.689941,5476.25,5425.72998,5436.669922,5436.669922,1976570000
15/12/2016,5443.509766,5485.120117,5439.390137,5456.850098,5456.850098,2101320000
16/12/2016,5467.819824,5474.580078,5426.009766,5437.160156,5437.160156,3281480000
19/12/2016,5441.200195,5483.419922,5436.540039,5457.439941,5457.439941,1688680000
20/12/2016,5473.529785,5489.470215,5471.709961,5483.939941,5483.939941,1679630000
21/12/2016,5482.629883,5486.259766,5465.310059,5471.430176,5471.430176,1496850000
22/12/2016,5472.009766,5472.009766,5432.77002,5447.419922,5447.419922,1585470000
23/12/2016,5441.759766,5462.689941,5441.759766,5462.689941,5462.689941,1144900000
27/12/2016,5470.759766,5512.370117,5469.609863,5487.439941,5487.439941,1219050000
28/12/2016,5497.439941,5498.910156,5434.700195,5438.560059,5438.560059,1326660000
29/12/2016,5437.509766,5450.629883,5415.180176,5432.089844,5432.089844,1266350000
30/12/2016,5440.169922,5441.899902,5371.890137,5383.120117,5383.120117,1551690000
3/1/2017,5425.620117,5452.569824,5397.990234,5429.080078,5429.080078,1887670000
4/1/2017,5440.910156,5482.350098,5440.240234,5477,5477,1885490000
5/1/2017,5474.390137,5495.850098,5464.359863,5487.939941,5487.939941,1799170000
6/1/2017,5499.080078,5536.52002,5482.810059,5521.060059,5521.060059,1711870000
9/1/2017,5527.580078,5541.080078,5517.140137,5531.819824,5531.819824,1887740000
10/1/2017,5536.540039,5564.25,5528.109863,5551.819824,5551.819824,1798610000
